Avalanche Season,Region,Month,Day,Year,Trigger,Weak Layer,Depth_inches,Vertical_inches,Aspect,Elevation_feet
Middle,Salt Lake,3,17,2010,Natural,Unknown,18,3000,Northeast,8900
Middle,Logan,3,27,2010,Snowboarder,New Snow/Old Snow Interface,12,1800,Northeast,8900
Middle,Salt Lake,3,31,2010,Skier,New Snow,8,9600,North,10200
Middle,Salt Lake,3,31,2010,Skier,New Snow,8,6000,North,10000
Middle,Salt Lake,3,31,2010,Natural,New Snow/Old Snow Interface,12,12000,North,9800
End,Logan,4,1,2010,Skier,Unknown,16,10800,North,8900
End,Salt Lake,4,2,2010,Skier,Density Change,12,4800,Northeast,10000
End,Salt Lake,4,2,2010,Skier,Density Change,20,4800,North,10300
End,Salt Lake,4,2,2010,Skier,Density Change,18,2400,North,9300
End,Salt Lake,4,3,2010,Unknown,New Snow/Old Snow Interface,8,7200,Northeast,9600
End,Salt Lake,4,3,2010,Skier,Unknown,12,1500,Southeast,9200
End,Provo,4,3,2010,Natural,Unknown,24,12000,Northeast,10800
End,Logan,4,3,2010,Skier,Facets,18,24000,North,8800
End,Logan,4,3,2010,Unknown,Facets,36,15000,North,9000
End,Logan,4,3,2010,Natural,Unknown,48,24000,East,8500
End,Ogden,4,4,2010,Snowmobiler,Unknown,96,12000,East,9100
End,Salt Lake,4,6,2010,Natural,New Snow/Old Snow Interface,12,10800,East,8300
End,Uintas,4,6,2010,Natural,Unknown,42,4800,North,10600
End,Salt Lake,4,6,2010,Unknown,Facets,36,8400,East,9800
End,Uintas,4,6,2010,Natural,Depth Hoar,36,7200,Northwest,10000
End,Ogden,4,10,2010,Snowmobiler,Depth Hoar,30,6000,East,10400
End,Salt Lake,5,24,2010,Skier,Unknown,15,10800,Southeast,10000
Start,Salt Lake,11,11,2010,Natural,Unknown,12,3600,Northwest,10500
Start,Provo,11,15,2010,Skier,Density Change,14,1800,Southwest,10300
Start,Salt Lake,11,20,2010,Skier,Facets,18,8400,North,10500
Start,Salt Lake,11,21,2010,Skier,New Snow/Old Snow Interface,10,2400,North,9800
Start,Salt Lake,11,21,2010,Skier,Graupel,12,2400,Northeast,9200
Start,Salt Lake,11,21,2010,Skier,New Snow/Old Snow Interface,18,1500,Northeast,9400
Start,Salt Lake,11,22,2010,Skier,Unknown,60,7200,Northeast,10500
Start,Salt Lake,11,28,2010,Skier,New Snow,8,5400,North,10100
Start,Salt Lake,11,29,2010,Natural,Ground Interface,12,240,Southeast,5100
Start,Salt Lake,11,29,2010,Skier,New Snow/Old Snow Interface,10,12000,East,10500
Start,Salt Lake,11,29,2010,Unknown,New Snow/Old Snow Interface,8,3600,North,10200
Start,Uintas,12,3,2010,Unknown,Unknown,30,4200,Northeast,10500
Start,Salt Lake,12,7,2010,Skier,Unknown,10,2400,North,10300
Start,Uintas,12,8,2010,Unknown,Facets,36,9600,North,10500
Start,Salt Lake,12,10,2010,Unknown,New Snow/Old Snow Interface,8,2400,South,8000
Start,Logan,12,10,2010,Snowboarder,New Snow,8,360,North,8200
Start,Provo,12,12,2010,Natural,Graupel,12,2400,East,9000
Start,Salt Lake,12,12,2010,Natural,Unknown,10,4800,Southeast,10200
Start,Logan,12,17,2010,Snowboarder,New Snow/Old Snow Interface,10,4800,North,8800
Start,Logan,12,18,2010,Skier,New Snow/Old Snow Interface,12,3600,East,9200
Start,Salt Lake,12,18,2010,Skier,New Snow,7,9600,West,10400
Start,Salt Lake,12,19,2010,Skier,Unknown,12,9600,North,10000
Start,Uintas,12,19,2010,Natural,Density Change,14,480,Northeast,9800
Start,Logan,12,19,2010,Unknown,New Snow/Old Snow Interface,12,600,West,7100
Start,Salt Lake,12,19,2010,Skier,Unknown,18,3600,Northeast,10100
Start,Uintas,12,19,2010,Skier,New Snow/Old Snow Interface,18,2400,West,9000
Start,Salt Lake,12,21,2010,Natural,Unknown,10,600,North,9500
Start,Logan,12,20,2010,Unknown,Unknown,24,2400,Northeast,8800
Start,Salt Lake,12,22,2010,Skier,New Snow/Old Snow Interface,12,1800,South,9500
Start,Salt Lake,12,22,2010,Natural,Density Change,8,6000,Northeast,9900
Start,Salt Lake,12,22,2010,Natural,Density Change,8,4200,Northeast,9300
Start,Uintas,12,22,2010,Natural,Density Change,36,1200,North,10000
Start,Skyline,12,22,2010,Natural,Density Change,36,15000,North,10000
Start,Ogden,12,22,2010,Natural,New Snow/Old Snow Interface,9,2100,East,8100
Start,Salt Lake,12,25,2010,Skier,New Snow/Old Snow Interface,10,3600,Northeast,10400
Start,Moab,12,23,2010,Natural,Facets,48,9600,Northwest,11600
Start,Provo,12,22,2010,Natural,New Snow/Old Snow Interface,12,18000,Northeast,9400
Start,Salt Lake,12,27,2010,Skier,New Snow,10,1200,Northeast,10500
Start,Uintas,12,26,2010,Natural,Facets,36,9600,Northwest,11000
Start,Uintas,12,26,2010,Natural,Density Change,36,8400,North,11000
Start,Salt Lake,12,29,2010,Natural,Density Change,18,3600,Northeast,9700
Start,Logan,12,29,2010,Skier,Surface Hoar,12,3600,North,8700
Start,Salt Lake,12,29,2010,Skier,Unknown,20,4800,Northeast,10400
Start,Salt Lake,12,29,2010,Skier,Density Change,36,3000,East,9700
Start,Salt Lake,12,30,2010,Skier,Density Change,10,600,Southeast,8900
Start,Logan,12,29,2010,Natural,Unknown,18,3000,East,8200
Start,Salt Lake,12,31,2010,Snowboarder,Unknown,24,1800,South,9400
Start,Logan,12,31,2010,Snowboarder,Density Change,8,840,East,8200
Middle,Provo,1,1,2011,Skier,Facets,24,18000,South,8300
Middle,Salt Lake,1,1,2011,Unknown,New Snow/Old Snow Interface,9,4800,North,9800
Start,Ogden,12,29,2010,Natural,New Snow/Old Snow Interface,24,36000,Southeast,8100
Middle,Provo,1,2,2011,Skier,Density Change,12,6000,Southeast,8000
Middle,Uintas,1,1,2011,Unknown,New Snow/Old Snow Interface,12,240,Northeast,7100
Middle,Salt Lake,1,6,2011,Natural,New Snow,7,12000,Southwest,9900
Middle,Uintas,1,5,2011,Natural,Facets,30,7200,Northeast,11000
Middle,Logan,1,11,2011,Skier,Facets,12,600,East,7600
Middle,Moab,1,11,2011,Natural,Unknown,24,1200,North,12200
Start,Ogden,12,30,2010,Natural,Unknown,24,30000,Northeast,9000
Middle,Provo,1,12,2011,Skier,Surface Hoar,7,3600,North,8700
Middle,Logan,1,13,2011,Skier,Surface Hoar,12,480,Northeast,7600
Middle,Logan,1,14,2011,Skier,New Snow/Old Snow Interface,10,1200,Northeast,7400
Middle,Salt Lake,1,14,2011,Snowboarder,New Snow/Old Snow Interface,6,1800,East,10400
Middle,Salt Lake,1,14,2011,Skier,Facets,6,2400,Northeast,9400
Middle,Salt Lake,1,14,2011,Skier,Surface Hoar,6,3000,North,9100
Middle,Salt Lake,1,14,2011,Skier,Facets,7,600,North,8600
Middle,Ogden,1,15,2011,Skier,Surface Hoar,14,3600,Northeast,8000
Middle,Salt Lake,1,16,2011,Skier,Density Change,12,720,North,9000
Middle,Salt Lake,1,15,2011,Skier,Surface Hoar,6,840,North,9100
Middle,Salt Lake,1,17,2011,Natural,Facets,10,1800,Southwest,9800
Middle,Provo,1,17,2011,Natural,Unknown,10,4800,Northwest,6000
Start,Moab,12,31,2010,Natural,Surface Hoar,24,2400,Northeast,10600
Middle,Uintas,1,17,2011,Natural,Surface Hoar,12,9600,East,11000
Middle,Salt Lake,1,19,2011,Unknown,New Snow/Old Snow Interface,12,3600,East,8400
Middle,Salt Lake,1,22,2011,Natural,Unknown,16,4800,Northeast,10400
Middle,Salt Lake,1,22,2011,Skier,New Snow/Old Snow Interface,12,1200,North,8500
Middle,Provo,1,23,2011,Snowmobiler,Surface Hoar,24,3600,Northeast,9800
Middle,Salt Lake,1,24,2011,Skier,Surface Hoar,18,9600,East,10200
Middle,Uintas,1,22,2011,Snowmobiler,Surface Hoar,18,4800,North,10500
Middle,Uintas,1,23,2011,Snowmobiler,Surface Hoar,66,6000,North,9900
Middle,Uintas,1,23,2011,Snowmobiler,Unknown,30,3600,Northeast,9900
Middle,Salt Lake,1,26,2011,Skier,Density Change,12,21000,Southeast,10100
Middle,Uintas,1,23,2011,Snowmobiler,Surface Hoar,20,3000,Northwest,10200
Middle,Uintas,1,23,2011,Snowmobiler,Surface Hoar,18,3000,North,10200
Middle,Provo,1,28,2011,Skier,Surface Hoar,18,9600,East,9600
Middle,Provo,1,27,2011,Skier,Surface Hoar,24,12000,Northeast,9600
Middle,Salt Lake,1,30,2011,Skier,Unknown,8,1200,North,9000
Middle,Skyline,1,29,2011,Snowmobiler,Unknown,12,3600,East,10400
Middle,Salt Lake,2,1,2011,Skier,New Snow/Old Snow Interface,12,3000,Northeast,9200
Middle,Salt Lake,2,3,2011,Skier,New Snow/Old Snow Interface,30,5400,East,10300
Middle,Salt Lake,2,3,2011,Skier,New Snow/Old Snow Interface,18,2400,North,10000
Middle,Skyline,2,3,2011,Natural,New Snow/Old Snow Interface,24,7200,East,9300
Middle,Salt Lake,2,5,2011,Skier,Facets,9,1800,Northeast,9500
Middle,Salt Lake,2,6,2011,Skier,Unknown,14,3000,Southeast,10300
Middle,Salt Lake,2,5,2011,Skier,Unknown,10,9600,North,8400
Middle,Logan,2,7,2011,Snowmobiler,Surface Hoar,24,960,Northeast,7400
Middle,Salt Lake,2,8,2011,Natural,Graupel,12,120,Northeast,9800
Middle,Provo,2,8,2011,Snowmobiler,Unknown,24,6000,East,9500
Middle,Logan,2,8,2011,Natural,Unknown,24,2400,East,9400
Middle,Logan,2,10,2011,Snowboarder,Density Change,16,480,East,8600
Middle,Salt Lake,2,14,2011,Skier,Unknown,18,120,North,9800
Middle,Salt Lake,2,14,2011,Skier,New Snow/Old Snow Interface,15,480,North,9500
Middle,Uintas,2,18,2011,Natural,Facets,36,7200,North,10400
Middle,Uintas,2,17,2011,Snowmobiler,Surface Hoar,36,7200,Northeast,10200
Middle,Salt Lake,2,19,2011,Skier,Unknown,12,3600,Northwest,10000
Middle,Salt Lake,2,20,2011,Skier,New Snow,15,2400,Northeast,10000
Middle,Provo,2,20,2011,Explosive,Density Change,36,7200,Northeast,8400
Middle,Salt Lake,2,20,2011,Natural,New Snow,30,3000,North,8500
Middle,Moab,2,19,2011,Skier,Facets,18,240,Northwest,9500
Middle,Salt Lake,2,20,2011,Natural,Unknown,24,3600,Unknown,7800
Middle,Logan,2,21,2011,Skier,New Snow/Old Snow Interface,14,480,Northwest,7400
Middle,Uintas,2,20,2011,Natural,Surface Hoar,30,3600,North,10200
Middle,Provo,2,20,2011,Skier,Facets,48,6000,Northwest,7400
Middle,Salt Lake,2,20,2011,Natural,Unknown,48,9600,North,10000
Middle,Salt Lake,2,23,2011,Explosive,Graupel,42,18000,Northwest,10300
Middle,Uintas,2,24,2011,Natural,New Snow/Old Snow Interface,36,4800,Northeast,10200
Middle,Salt Lake,2,28,2011,Snowboarder,New Snow,8,2400,Northwest,10200
Middle,Logan,2,26,2011,Natural,New Snow/Old Snow Interface,24,6000,Northeast,9100
Middle,Uintas,2,26,2011,Natural,Surface Hoar,36,4800,East,10500
Middle,Ogden,2,27,2011,Natural,Surface Hoar,60,36000,Northeast,8200
Middle,Salt Lake,2,28,2011,Unknown,Unknown,2,2100,North,9600
Middle,Logan,2,28,2011,Natural,Unknown,42,18000,North,9000
Middle,Logan,2,26,2011,Unknown,Unknown,48,6000,Northeast,9400
Middle,Salt Lake,3,2,2011,Skier,New Snow/Old Snow Interface,3,3600,Northeast,9700
Middle,Salt Lake,3,2,2011,Natural,Unknown,42,4800,Northeast,10400
Middle,Salt Lake,3,3,2011,Skier,New Snow,10,2100,Northeast,10100
Middle,Logan,3,6,2011,Skier,New Snow/Old Snow Interface,12,4200,Southeast,7700
Middle,Salt Lake,3,7,2011,Skier,New Snow/Old Snow Interface,16,15000,Southwest,9300
Middle,Ogden,3,6,2011,Natural,Unknown,48,30000,Southeast,9100
Middle,Ogden,3,5,2011,Skier,Surface Hoar,36,9600,Northwest,9200
Middle,Salt Lake,3,8,2011,Unknown,Ground Interface,16,1080,West,5100
Middle,Provo,3,7,2011,Natural,Unknown,60,6000,North,10600
Middle,Salt Lake,3,8,2011,Unknown,New Snow/Old Snow Interface,2,7200,Northeast,9100
Middle,Salt Lake,3,9,2011,Skier,New Snow/Old Snow Interface,24,2400,North,9800
Middle,Salt Lake,3,9,2011,Skier,Density Change,16,8400,Northeast,10700
Middle,Salt Lake,3,8,2011,Skier,Surface Hoar,18,3600,East,9100
Middle,Ogden,3,10,2011,Skier,New Snow/Old Snow Interface,12,12000,East,7400
Middle,Logan,3,10,2011,Snowboarder,Unknown,12,1200,North,9200
Middle,Uintas,3,9,2011,Snowmobiler,Surface Hoar,30,3000,West,9200
Middle,Salt Lake,3,11,2011,Skier,Unknown,8,4200,Northwest,7200
Middle,Logan,3,12,2011,Natural,Unknown,54,8400,West,8400
Middle,Salt Lake,3,13,2011,Skier,Density Change,10,9600,Northeast,10400
Middle,Ogden,3,11,2011,Natural,Unknown,36,2400,North,9700
Middle,Logan,3,16,2011,Skier,New Snow/Old Snow Interface,12,4800,North,9200
Middle,Logan,3,16,2011,Natural,Unknown,36,21000,East,8500
Middle,Salt Lake,3,18,2011,Skier,Density Change,6,1200,East,9900
Middle,Salt Lake,3,18,2011,Unknown,Unknown,16,1200,Northeast,9600
Middle,Uintas,3,17,2011,Natural,New Snow/Old Snow Interface,20,7200,Northeast,10500
Middle,Salt Lake,3,16,2011,Natural,Surface Hoar,72,6000,Northeast,10700
Middle,Salt Lake,3,19,2011,Natural,Unknown,10,1200,North,9000
Middle,Salt Lake,3,20,2011,Skier,New Snow/Old Snow Interface,7,480,North,10100
Middle,Salt Lake,3,20,2011,Snowboarder,New Snow/Old Snow Interface,10,1200,Northeast,10100
Middle,Salt Lake,3,20,2011,Skier,Density Change,12,2400,North,10000
Middle,Salt Lake,3,20,2011,Skier,New Snow,6,360,Northeast,8300
Middle,Salt Lake,3,22,2011,Skier,Density Change,10,7200,Northeast,10400
Middle,Provo,3,22,2011,Natural,Density Change,24,12000,Northeast,9900
Middle,Logan,3,22,2011,Natural,Surface Hoar,42,9600,North,9200
Middle,Salt Lake,3,22,2011,Skier,New Snow/Old Snow Interface,12,6000,North,10700
Middle,Provo,3,22,2011,Unknown,New Snow/Old Snow Interface,16,3600,Northeast,9500
Middle,Salt Lake,3,21,2011,Natural,Facets,48,15000,North,9700
Middle,Logan,3,22,2011,Natural,Facets,96,9600,North,9600
Middle,Logan,3,22,2011,Natural,New Snow/Old Snow Interface,36,7200,Northeast,9000
Middle,Logan,3,22,2011,Natural,Unknown,42,7200,Northeast,9300
Middle,Salt Lake,3,25,2011,Skier,New Snow/Old Snow Interface,6,360,North,9700
Middle,Ogden,3,25,2011,Skier,Surface Hoar,30,480,North,8100
Middle,Salt Lake,3,24,2011,Snowmobiler,Unknown,12,2400,East,8300
Middle,Salt Lake,3,25,2011,Natural,Unknown,60,15000,East,9400
Middle,Salt Lake,3,26,2011,Skier,New Snow,9,2400,East,9000
Middle,Salt Lake,3,26,2011,Snowboarder,New Snow/Old Snow Interface,5,9600,South,8900
Middle,Salt Lake,3,27,2011,Skier,Unknown,10,1800,East,9800
Middle,Provo,3,27,2011,Natural,Unknown,2,4800,East,9900
Middle,Provo,3,28,2011,Natural,Unknown,72,48000,Northeast,10800
Middle,Salt Lake,3,29,2011,Natural,New Snow/Old Snow Interface,24,12000,Southeast,10100
Middle,Logan,3,29,2011,Skier,New Snow/Old Snow Interface,12,2400,West,7500
Middle,Provo,3,27,2011,Natural,Facets,72,36000,Northeast,11200
Middle,Ogden,3,29,2011,Snowmobiler,New Snow,15,4800,East,9200
Middle,Salt Lake,3,29,2011,Skier,New Snow/Old Snow Interface,16,7200,West,10300
Middle,Logan,3,31,2011,Natural,Unknown,18,12000,Southeast,9300
Middle,Logan,3,31,2011,Natural,Unknown,30,7200,East,9500
End,Uintas,4,1,2011,Natural,Unknown,10,7200,East,11300
End,Salt Lake,4,4,2011,Unknown,Ground Interface,48,360,East,9000
End,Provo,4,4,2011,Natural,Density Change,12,12000,Southeast,10000
End,Salt Lake,4,6,2011,Skier,New Snow/Old Snow Interface,4,6000,Southeast,10000
End,Salt Lake,4,8,2011,Skier,Density Change,6,9600,East,9800
End,Salt Lake,4,8,2011,Skier,New Snow/Old Snow Interface,8,3600,North,7900
End,Salt Lake,4,8,2011,Skier,New Snow/Old Snow Interface,12,1200,Northeast,9400
End,Salt Lake,4,10,2011,Skier,New Snow,10,7200,Northeast,10500
End,Logan,4,10,2011,Natural,New Snow/Old Snow Interface,6,6000,East,9300
End,Logan,4,10,2011,Snowmobiler,New Snow/Old Snow Interface,6,6000,East,9300
End,Logan,4,10,2011,Unknown,New Snow/Old Snow Interface,5,1200,East,8700
End,Logan,4,10,2011,Natural,Facets,24,12000,Southeast,7800
End,Logan,4,11,2011,Unknown,New Snow/Old Snow Interface,16,1500,East,9300
End,Provo,4,9,2011,Natural,Unknown,36,36000,North,10600
End,Salt Lake,4,14,2011,Skier,New Snow/Old Snow Interface,12,3600,North,9700
End,Salt Lake,4,14,2011,Skier,Density Change,15,8400,Southeast,10400
End,Salt Lake,4,14,2011,Skier,New Snow,6,1200,Northeast,9800
End,Salt Lake,4,16,2011,Snowboarder,New Snow/Old Snow Interface,12,7200,North,8700
End,Logan,4,18,2011,Skier,Unknown,10,3600,East,7600
End,Salt Lake,4,19,2011,Unknown,Unknown,60,9600,Northeast,9200
End,Salt Lake,4,19,2011,Skier,New Snow/Old Snow Interface,10,5400,Northeast,10000
End,Salt Lake,4,19,2011,Skier,New Snow/Old Snow Interface,12,6000,North,10200
End,Salt Lake,4,18,2011,Snowshoer,Unknown,12,2400,East,9200
End,Salt Lake,4,19,2011,Skier,New Snow/Old Snow Interface,10,4200,West,10200
End,Salt Lake,4,21,2011,Snowboarder,Unknown,8,3600,Southeast,9600
End,Salt Lake,4,22,2011,Skier,New Snow/Old Snow Interface,8,3000,Southeast,8500
End,Salt Lake,4,22,2011,Skier,Graupel,12,3000,East,10100
End,Salt Lake,4,22,2011,Natural,Facets,48,9600,East,10000
End,Logan,4,18,2011,Natural,New Snow/Old Snow Interface,12,12000,East,8400
End,Salt Lake,4,22,2011,Skier,New Snow/Old Snow Interface,10,7200,North,10200
End,Salt Lake,4,26,2011,Skier,New Snow,6,2400,North,9700
End,Salt Lake,4,27,2011,Snowboarder,Surface Hoar,1,3600,Northeast,9300
End,Salt Lake,4,27,2011,Skier,New Snow/Old Snow Interface,6,18000,Northeast,10400
End,Salt Lake,4,27,2011,Skier,New Snow/Old Snow Interface,18,30000,South,10200
End,Provo,4,27,2011,Skier,New Snow/Old Snow Interface,12,21000,East,11300
End,Logan,4,30,2011,Skier,New Snow/Old Snow Interface,6,2400,North,7800
End,Ogden,5,11,2011,Natural,Unknown,42,27000,East,9400
End,Salt Lake,5,17,2011,Skier,New Snow/Old Snow Interface,9,360,Northwest,10000
End,Salt Lake,5,20,2011,Skier,New Snow/Old Snow Interface,8,4800,East,9600
End,Salt Lake,6,2,2011,Skier,Unknown,6,5400,South,9500
Start,Salt Lake,11,6,2011,Skier,Unknown,12,600,Northeast,10000
Start,Salt Lake,11,7,2011,Skier,Facets,8,600,Northeast,9800
Start,Salt Lake,11,12,2011,Snowboarder,Facets,12,2400,Northeast,9200
Start,Logan,11,12,2011,Natural,Facets,12,3000,North,8500
Start,Salt Lake,11,13,2011,Skier,Ground Interface,16,4800,Northeast,10400
Start,Salt Lake,11,13,2011,Skier,Facets,20,6000,North,10000
Start,Salt Lake,11,13,2011,Skier,Unknown,18,2400,East,10000
Start,Salt Lake,11,13,2011,Skier,Unknown,12,1800,North,9700
Start,Salt Lake,11,12,2011,Skier,Unknown,12,720,North,10500
Start,Salt Lake,11,13,2011,Skier,Facets,30,360,North,10400
Start,Salt Lake,11,13,2011,Snowboarder,Depth Hoar,16,9600,Northwest,10300
Start,Salt Lake,11,13,2011,Skier,Unknown,22,4800,North,10200
Start,Salt Lake,11,12,2011,Skier,Ground Interface,6,960,Northeast,9200
Start,Salt Lake,11,13,2011,Skier,Unknown,20,6000,Northwest,9600
Start,Salt Lake,11,13,2011,Natural,Unknown,14,9600,Northeast,10000
Start,Logan,11,14,2011,Natural,Facets,24,2400,North,8800
Start,Salt Lake,11,14,2011,Natural,Unknown,12,9600,Northeast,10000
Start,Salt Lake,11,13,2011,Unknown,Facets,20,3000,East,10200
Start,Salt Lake,11,13,2011,Natural,Facets,18,6000,North,10000
Start,Salt Lake,11,20,2011,Skier,Facets,36,8400,Northwest,10100
Start,Salt Lake,11,20,2011,Skier,Ground Interface,42,960,North,9600
Start,Salt Lake,11,25,2011,Unknown,Unknown,24,3000,North,10100
Start,Moab,12,16,2011,Natural,Facets,9,7200,Northeast,11200
Start,Salt Lake,12,17,2011,Skier,Surface Hoar,8,2400,North,10400
Start,Salt Lake,12,17,2011,Skier,Facets,6,1500,Northeast,9800
Start,Salt Lake,12,22,2011,Skier,Facets,12,1080,East,10000
Start,Salt Lake,12,22,2011,Natural,Facets,18,8400,Northeast,10000
Start,Salt Lake,12,23,2011,Skier,Surface Hoar,10,4200,Northeast,10500
Start,Salt Lake,12,26,2011,Skier,Unknown,9,2100,North,9400
Start,Salt Lake,12,26,2011,Skier,Facets,8,2100,Northeast,10200
Start,Salt Lake,12,26,2011,Skier,Facets,4,1800,North,10300
Start,Salt Lake,12,31,2011,Skier,Unknown,15,9600,Northeast,10000
Start,Salt Lake,12,31,2011,Snowboarder,Unknown,8,3000,Northeast,9500
Middle,Logan,1,1,2012,Skier,Facets,14,3000,East,8400
Start,Salt Lake,12,31,2011,Natural,Depth Hoar,12,6000,North,10000
Middle,Salt Lake,1,2,2012,Skier,Unknown,12,8400,Northeast,9200
Start,Ogden,12,31,2011,Natural,Facets,6,1200,Northeast,8300
Middle,Salt Lake,1,2,2012,Skier,Facets,10,4200,North,10800
Middle,Salt Lake,1,3,2012,Natural,Unknown,12,6000,North,9400
Middle,Salt Lake,1,8,2012,Skier,New Snow,8,2400,East,9600
Middle,Provo,1,3,2012,Skier,Unknown,12,3600,East,10000
Middle,Provo,1,9,2012,Skier,New Snow/Old Snow Interface,14,6000,East,10000
Middle,Salt Lake,1,11,2012,Skier,Facets,18,3000,Northeast,10300
Middle,Salt Lake,1,9,2012,Natural,Unknown,8,4800,Northeast,9700
Middle,Salt Lake,1,2,2012,Unknown,Unknown,24,4800,Northeast,9700
Middle,Salt Lake,1,15,2012,Skier,Unknown,4,840,North,9300
Middle,Ogden,1,17,2012,Skier,Facets,36,4800,Northeast,9800
Middle,Logan,1,18,2012,Skier,Unknown,12,6000,East,8900
Middle,Salt Lake,1,19,2012,Natural,New Snow,6,8400,North,9800
Middle,Salt Lake,1,19,2012,Skier,Facets,15,2400,North,9800
Middle,Salt Lake,1,19,2012,Skier,Depth Hoar,18,360,East,9600
Middle,Salt Lake,1,19,2012,Natural,Facets,8,3600,East,10200
Middle,Logan,1,19,2012,Natural,Facets,12,1800,West,6900
Middle,Salt Lake,1,19,2012,Skier,Unknown,14,10800,Northeast,9800
Middle,Salt Lake,1,19,2012,Skier,Facets,7,7200,Northeast,10000
Middle,Salt Lake,1,19,2012,Skier,Facets,22,10800,East,10300
Middle,Salt Lake,1,19,2012,Skier,Unknown,12,4200,West,8800
Middle,Salt Lake,1,20,2012,Unknown,Depth Hoar,36,6000,East,10200
Middle,Salt Lake,1,20,2012,Skier,Facets,42,8400,Northeast,10000
Middle,Salt Lake,1,20,2012,Snowboarder,Depth Hoar,42,3600,Northeast,9500
Middle,Salt Lake,1,20,2012,Skier,Facets,13,1200,Northeast,9000
Middle,Salt Lake,1,20,2012,Skier,Facets,12,720,Northwest,8700
Middle,Skyline,1,20,2012,Skier,Facets,30,1800,East,9500
Middle,Logan,1,20,2012,Skier,Unknown,24,600,Northeast,8600
Middle,Salt Lake,1,20,2012,Unknown,Facets,14,2400,Northwest,9100
Middle,Salt Lake,1,20,2012,Skier,Facets,16,8400,North,10100
Middle,Salt Lake,1,19,2012,Natural,Facets,16,6000,North,9900
Middle,Salt Lake,1,20,2012,Skier,Facets,24,12000,Northeast,9700
Middle,Salt Lake,1,20,2012,Skier,Facets,14,4800,Southeast,9600
Middle,Salt Lake,1,20,2012,Skier,Facets,12,4800,East,10200
Middle,Salt Lake,1,20,2012,Skier,Facets,20,4800,East,9700
Middle,Salt Lake,1,20,2012,Skier,Facets,16,8400,North,10000
Middle,Salt Lake,1,20,2012,Skier,Facets,16,4200,West,10100
Middle,Salt Lake,1,19,2012,Unknown,Facets,12,7200,Northeast,9300
Middle,Salt Lake,1,20,2012,Skier,Facets,14,2400,Northwest,9200
Middle,Salt Lake,1,20,2012,Skier,Facets,18,9600,Northeast,9100
Middle,Salt Lake,1,20,2012,Skier,Facets,16,9600,Northeast,8800
Middle,Logan,1,21,2012,Skier,Depth Hoar,24,1080,Northeast,8500
Middle,Logan,1,20,2012,Unknown,Depth Hoar,24,4200,Northeast,8600
Middle,Salt Lake,1,21,2012,Unknown,New Snow/Old Snow Interface,15,2400,West,9600
Middle,Salt Lake,1,21,2012,Skier,Unknown,20,4800,North,8500
Middle,Salt Lake,1,21,2012,Skier,Unknown,18,360,Northeast,8200
Middle,Ogden,1,20,2012,Skier,Facets,30,360,East,7400
Middle,Salt Lake,1,22,2012,Snowboarder,Unknown,60,7200,North,10200
Middle,Provo,1,22,2012,Skier,Depth Hoar,30,4800,Northeast,9100
Middle,Uintas,1,21,2012,Natural,Unknown,30,720,Northeast,10100
Middle,Ogden,1,22,2012,Natural,New Snow,36,1800,Northeast,7500
Middle,Logan,1,21,2012,Snowboarder,Depth Hoar,36,1800,Northeast,8500
Middle,Provo,1,22,2012,Skier,Facets,36,4800,Northeast,9100
Middle,SE Idaho,1,20,2012,Snowmobiler,New Snow/Old Snow Interface,30,1800,East,8000
Middle,Salt Lake,1,23,2012,Skier,Facets,48,10800,Northeast,10100
Middle,Salt Lake,1,22,2012,Skier,Facets,30,1200,Northeast,8400
Middle,Salt Lake,1,23,2012,Unknown,Unknown,30,1200,Northeast,8100
Middle,Salt Lake,1,24,2012,Skier,Facets,24,600,North,8500
Middle,Salt Lake,1,24,2012,Unknown,Facets,36,8400,East,9600
Middle,Ogden,1,24,2012,Snowmobiler,Ground Interface,84,7200,Unknown,9000
Middle,Skyline,1,26,2012,Natural,Depth Hoar,14,600,Northwest,8800
Middle,Skyline,1,26,2012,Natural,Facets,14,600,Northwest,8200
Middle,Salt Lake,1,27,2012,Unknown,Facets,36,7200,East,9600
Middle,Salt Lake,1,27,2012,Skier,New Snow/Old Snow Interface,12,8400,Southeast,10200
Middle,Salt Lake,1,27,2012,Skier,Depth Hoar,36,9600,North,10100
Middle,Skyline,1,27,2012,Skier,New Snow/Old Snow Interface,30,1200,East,9200
Middle,Uintas,1,25,2012,Snowmobiler,Depth Hoar,36,2400,East,10200
Middle,Salt Lake,1,28,2012,Snowboarder,Facets,30,30000,West,10200
Middle,Salt Lake,1,29,2012,Skier,Facets,24,6000,Northeast,10300
Middle,Uintas,1,28,2012,Skier,Depth Hoar,36,4800,North,10400
Middle,Salt Lake,1,29,2012,Skier,Facets,42,9600,East,10600
Middle,Salt Lake,1,29,2012,Skier,Facets,18,5400,West,9700
Middle,Skyline,1,29,2012,Unknown,Depth Hoar,36,2400,North,10000
Middle,SE Idaho,2,3,2012,Snowboarder,Unknown,18,1200,North,7900
Middle,Salt Lake,2,4,2012,Snowmobiler,Facets,48,8400,North,10600
Middle,Salt Lake,2,12,2012,Unknown,Facets,7,1800,North,10000
Middle,Salt Lake,2,12,2012,Natural,Unknown,8,4800,East,9700
Middle,Salt Lake,2,13,2012,Unknown,New Snow,14,4200,East,9100
