Title,Max Players,Multiplatform?,Online?,Genres,Licensed?,Comp_Time_Main,Review Score,Year,Publishers
TimeShift,1,True,True,Action,True,8.4,70,2007,Unknown
Star Trek: Conquest,1,True,True,Action,True,-100.0,49,2007,Unknown
Beautiful Katamari,1,True,True,Action,True,6.0,73,2007,Namco
Hour of Victory,1,True,True,Action,True,5.32,37,2007,Midway
Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,True,5.75,47,2007,2K
SEGA Rally Revo,2,True,True,Racing / Driving,True,-100.0,77,2007,Sega
7 Wonders of the Ancient World,1,True,True,Strategy,True,4.85,60,2007,Unknown
Draglade,1,True,True,Action,True,4.07,71,2007,Unknown
Final Fantasy Fables: Chocobo Tales,1,True,True,Action,True,9.38,75,2007,SquareEnix
Marvel Trading Card Game,1,True,True,Strategy,True,-100.0,61,2007,Konami
Crazy Taxi: Fare Wars,1,True,True,Action,True,-100.0,64,2007,Sega
The Golden Compass,1,True,True,Action,True,6.98,28,2007,Sega
Harry Potter and the Order of the Phoenix,1,True,True,Action,True,10.0,52,2007,EA
Bladestorm: The Hundred Years' War,1,True,True,Action,True,-100.0,58,2007,Unknown
Surf's Up,4,True,True,Sports,True,1.28,61,2007,Ubisoft
Blazing Angels 2: Secret Missions of WWII,2,True,True,Action,True,10.0,72,2007,Ubisoft
InuYasha: Secret of the Divine Jewel,1,True,True,Role-Playing (RPG),True,-100.0,46,2007,Namco
The Settlers,1,True,True,Strategy,True,3.75,39,2007,Ubisoft
Shrek the Third,1,True,True,Action,True,4.0,57,2007,Activision
Ratatouille,1,True,True,Action,True,10.0,55,2007,THQ
Soldier of Fortune: Payback,1,True,True,Action,True,3.0,50,2007,Activision
Heatseeker,1,True,True,Action,True,9.75,62,2007,Unknown
NHL 2K8,7,True,True,Sports,True,-100.0,74,2007,Unknown
NCAA March Madness 08,4,True,True,Sports,True,-100.0,67,2007,EA
Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,True,5.75,45,2007,2K
Monster Madness: Battle for Suburbia,4,True,True,Action,True,-100.0,55,2007,Unknown
Pro Evolution Soccer 2008,4,True,True,Sports,True,-100.0,76,2007,Konami
Blazing Angels 2: Secret Missions of WWII,2,True,True,Action,True,10.0,70,2007,Ubisoft
Cake Mania,1,True,True,Action,True,5.33,55,2007,Unknown
River King: Mystic Valley,1,True,True,Adventure,True,-100.0,54,2007,Unknown
Touch Detective 2 1/2,1,True,True,Adventure,True,5.65,67,2007,Unknown
7 Wonders of the Ancient World,1,True,True,Strategy,True,4.85,51,2007,Unknown
Brooktown High,1,True,True,Simulation,True,-100.0,51,2007,Konami
Crush,1,True,True,Action,True,5.8,83,2007,Sega
Jackass: The Game,1,True,True,Action,True,-100.0,58,2007,Unknown
The Sims 2: Castaway,1,True,True,Simulation,True,-100.0,64,2007,EA
Test Drive Unlimited,1,True,True,Racing / Driving,True,30.0,80,2007,Atari
Thrillville: Off the Rails,1,True,True,Simulation,True,8.5,72,2007,Unknown
Victorious Boxers: Revolution,1,True,True,Action,True,-100.0,59,2007,Ubisoft
Bladestorm: The Hundred Years' War,1,True,True,Action,True,-100.0,63,2007,Unknown
Looney Tunes: Acme Arsenal,4,True,True,Action,True,3.15,40,2007,Unknown
SEGA Rally Revo,2,True,True,Racing / Driving,True,-100.0,75,2007,Sega
Death Jr. and the Science Fair of Doom,1,True,True,Action,True,-100.0,47,2007,Konami
Indianapolis 500 Legends,1,True,True,Racing / Driving,True,-100.0,51,2007,Unknown
Worms: Open Warfare 2,1,True,True,Action,True,8.25,81,2007,THQ
Alien Syndrome,1,True,True,Action,True,3.05,51,2007,Sega
BlackSite: Area 51,1,True,True,Action,True,5.53,56,2007,Midway
Code Lyoko: Quest for Infinity,1,True,True,Action,True,5.8,58,2007,Unknown
Super Swing Golf Season 2,1,True,True,Sports,True,-100.0,70,2007,Unknown
FlatOut: Ultimate Carnage,1,True,True,Racing / Driving,True,14.5,80,2007,Unknown
Zoids Assault,1,True,True,Role-Playing (RPG),True,11.0,46,2007,Unknown
Alien Syndrome,4,True,True,Action,True,3.05,48,2007,Sega
Tetris Evolution,4,True,True,Strategy,True,-100.0,52,2007,THQ
Heroes of Mana,1,True,True,Strategy,True,17.03,66,2007,SquareEnix
Myst,1,True,True,Adventure,True,6.07,43,2007,Midway
Coded Arms: Contagion,1,True,True,Action,True,10.0,56,2007,Konami
King of Clubs,1,True,True,Sports,True,-100.0,35,2007,Unknown
F.E.A.R. Files,1,True,True,Action,True,10.0,66,2007,Unknown
Ontamarama,1,True,True,Action,True,1.0,71,2007,Unknown
Retro Game Challenge,1,True,True,Action,True,9.75,77,2007,Namco
Ultimate Mortal Kombat 3,1,True,True,Action,True,1.0,73,2007,Midway
"Warhammer 40,000: Squad Command",1,True,True,Strategy,True,-100.0,57,2007,THQ
Juiced 2: Hot Import Nights,1,True,True,Racing / Driving,True,15.0,73,2007,THQ
Pursuit Force: Extreme Justice,1,True,True,Action,True,8.0,73,2007,Sony
Medal of Honor: Vanguard,1,True,True,Action,True,3.63,56,2007,EA
World Series of Poker 2008: Battle for the Brac...,1,True,True,Simulation,True,-100.0,74,2007,Activision
Pro Evolution Soccer 2008,7,True,True,Sports,True,-100.0,74,2007,Konami
Worms: Open Warfare 2,4,True,True,Action,True,8.25,80,2007,THQ
Surf's Up,4,True,True,Sports,True,1.28,59,2007,Ubisoft
Fantastic Four: Rise of the Silver Surfer,4,True,True,Action,True,5.75,39,2007,2K
Brothers in Arms DS,1,True,True,Action,True,5.0,72,2007,Ubisoft
Bubble Bobble Double Shot,1,True,True,Action,True,-100.0,50,2007,Unknown
Fantastic Four: Rise of the Silver Surfer,1,True,True,Action,True,5.75,35,2007,2K
Zendoku,1,True,True,Role-Playing (RPG),True,-100.0,68,2007,Eidos
Heatseeker,1,True,True,Action,True,9.75,49,2007,Unknown
Manhunt 2,1,True,True,Action,True,8.57,69,2007,Rockstar
SWAT: Target Liberty,1,True,True,Action,True,-100.0,50,2007,Unknown
Anubis II,1,True,True,Action,True,-100.0,19,2007,Unknown
Barnyard,1,True,True,Action,True,-100.0,65,2007,THQ
Escape from Bug Island,1,True,True,Action,True,5.38,37,2007,Eidos
Octomania,1,True,True,Action,True,-100.0,66,2007,Unknown
Cabela's Big Game Hunter,1,True,True,Simulation,True,4.0,51,2007,Activision
UEFA Champions League 2006-2007,4,True,True,Sports,True,-100.0,72,2007,EA
Aliens Vs Predator: Requiem,2,True,True,Action,True,-100.0,49,2007,Unknown
NBA 08,2,True,True,Sports,True,-100.0,75,2007,Sony
Guilty Gear XX ? Core,2,True,True,Action,True,2.0,75,2007,Unknown
Arkanoid DS,1,True,True,Strategy,True,-100.0,61,2007,SquareEnix
Code Lyoko,1,True,True,Action,True,6.52,63,2007,Unknown
Dynasty Warriors DS: Fighter's Battle,1,True,True,Action,True,-100.0,56,2007,Unknown
Orcs & Elves,1,True,True,Action,True,4.67,68,2007,EA
Prism: Light the Way,1,True,True,Action,True,-100.0,73,2007,Eidos
Dead Head Fred,1,True,True,Action,True,8.0,75,2007,Unknown
Hot Pixel,1,True,True,Action,True,0.45,55,2007,Atari
The Legend of Heroes III: Song of the Ocean,1,True,True,Role-Playing (RPG),True,35.0,58,2007,Namco
SEGA Rally Revo,1,True,True,Racing / Driving,True,-100.0,74,2007,Sega
Bionicle Heroes,1,True,True,Action,True,9.75,52,2007,Eidos
Burnout Dominator,4,True,True,Action,True,14.0,76,2007,EA
Samurai Warriors 2: Empires,2,True,True,Action,True,8.0,53,2007,Unknown
Meteos: Disney Magic,1,True,True,Strategy,True,-100.0,74,2007,Disney
Turn It Around,1,True,True,Racing / Driving,True,-100.0,39,2007,Unknown
Cube,1,True,True,Strategy,True,-100.0,60,2007,Unknown
Dragoneer's Aria,1,True,True,Role-Playing (RPG),True,37.63,56,2007,Unknown
The Fast and the Furious,1,True,True,Racing / Driving,True,-100.0,58,2007,Namco
R-Type Command,1,True,True,Strategy,True,24.37,69,2007,Unknown
Virtua Tennis 3,1,True,True,Sports,True,17.0,79,2007,Sega
Virtua Tennis 3,4,True,True,Sports,True,17.0,80,2007,Sega
Front Mission,1,True,True,Strategy,True,20.3,72,2007,SquareEnix
Lost in Blue 2,1,True,True,Role-Playing (RPG),True,-100.0,58,2007,Konami
Nervous Brickdown,1,True,True,Action,True,8.0,70,2007,Unknown
Sea Monsters: A Prehistoric Adventure,1,True,True,Action,True,-100.0,43,2007,Unknown
After Burner: Black Falcon,1,True,True,Action,True,-100.0,73,2007,Sega
Capcom Puzzle World,1,True,True,Strategy,True,-100.0,65,2007,Capcom
Puzzle Quest: Challenge of the Warlords,1,True,True,Role-Playing (RPG),True,35.0,84,2007,Unknown
Smash Court Tennis 3,1,True,True,Sports,True,-100.0,68,2007,Namco
UEFA Champions League 2006-2007,1,True,True,Sports,True,-100.0,71,2007,EA
Driver: Parallel Lines,1,True,True,Action,True,10.6,59,2007,Ubisoft
Mario Kart Wii,4,True,True,Racing / Driving,True,5.0,82,2008,Nintendo
Grand Theft Auto IV,1,True,True,Action,True,28.0,98,2008,Rockstar
Super Smash Bros.: Brawl,6,True,True,Action,True,10.0,93,2008,Nintendo
Call of Duty: World at War,4,True,True,Action,True,8.0,84,2008,Activision
Grand Theft Auto IV,1,True,True,Action,True,28.0,98,2008,Rockstar
Gears of War 2,2,True,True,Action,True,10.0,93,2008,Microsoft
Pokmon: Platinum Version,1,True,True,Adventure,True,35.0,83,2008,Nintendo
Metal Gear Solid 4: Guns of the Patriots,1,True,True,Action,True,18.17,94,2008,Konami
Fable II,1,True,True,Role-Playing (RPG),True,12.0,89,2008,Microsoft
Call of Duty: World at War,4,True,True,Action,True,8.0,85,2008,Activision
Guitar Hero: World Tour,4,True,True,Action,True,8.0,86,2008,Activision
LittleBigPlanet,4,True,True,Action,True,9.0,95,2008,Sony
Fallout 3,1,True,True,Action,True,22.0,93,2008,Unknown
LEGO Indiana Jones: The Original Adventures,2,True,True,Action,True,10.0,77,2008,Unknown
Left 4 Dead,2,True,True,Action,True,6.52,89,2008,Unknown
Madden NFL 09,4,True,True,Sports,True,10.0,83,2008,EA
Guitar Hero: On Tour,1,True,True,Action,True,-100.0,71,2008,Activision
Kung Fu Panda,4,True,True,Action,True,5.0,75,2008,Activision
Rock Band 2,4,True,True,Action,True,9.0,92,2008,Unknown
Sega Superstars Tennis,4,True,True,Sports,True,8.0,67,2008,Sega
Guitar Hero: World Tour,4,True,True,Action,True,8.0,85,2008,Activision
Animal Crossing: City Folk,1,True,True,Simulation,True,62.0,73,2008,Nintendo
Mario & Sonic at the Olympic Games,1,True,True,Action,True,7.0,70,2008,"Nintendo,Sega"
Madden NFL 09,4,True,True,Sports,True,10.0,85,2008,EA
LEGO Batman: The Videogame,2,True,True,Action,True,9.43,76,2008,Unknown
Tom Clancy's Rainbow Six: Vegas 2,2,True,True,Action,True,9.0,82,2008,Ubisoft
Kirby Super Star Ultra,1,True,True,Action,True,4.75,76,2008,Nintendo
Star Wars: The Force Unleashed,1,True,True,Action,True,5.0,73,2008,Unknown
God of War: Chains of Olympus,1,True,True,Action,True,5.47,91,2008,Sony
Fallout 3,1,True,True,Action,True,22.0,90,2008,Unknown
Pure,1,True,True,Racing / Driving,True,8.5,85,2008,Disney
LEGO Indiana Jones: The Original Adventures,2,True,True,Action,True,10.0,78,2008,Unknown
Rock Band,2,True,True,Action,True,7.75,92,2008,Unknown
LEGO Batman: The Videogame,1,True,True,Action,True,9.43,72,2008,Unknown
Saints Row 2,1,True,True,Action,True,20.0,81,2008,THQ
LEGO Batman: The Videogame,2,True,True,Action,True,9.43,74,2008,Unknown
Call of Duty: World at War,2,True,True,Action,True,8.0,83,2008,Activision
Midnight Club: Los Angeles,1,True,True,Racing / Driving,True,23.62,81,2008,Rockstar
Mortal Kombat vs. DC Universe,2,True,True,Action,True,3.0,76,2008,Midway
Army of Two,2,True,True,Action,True,6.72,72,2008,EA
Resistance 2,2,True,True,Action,True,10.0,87,2008,Sony
Rock Band 2,1,True,True,Action,True,9.0,91,2008,Unknown
Midnight Club: Los Angeles,1,True,True,Racing / Driving,True,23.62,82,2008,Rockstar
Sonic Unleashed,1,True,True,Action,True,13.0,66,2008,Sega
NBA 2K9 ,1,True,True,Sports,True,-100.0,84,2008,2K
Guitar Hero: World Tour,4,True,True,Action,True,8.0,84,2008,Activision
Guitar Hero: Aerosmith,1,True,True,Action,True,4.93,73,2008,Activision
Star Wars: The Force Unleashed,2,True,True,Action,True,5.0,71,2008,Unknown
Burnout Paradise,1,True,True,Action,True,14.0,87,2008,EA
Pokmon Ranger: Shadows of Almia,1,True,True,Action,True,22.0,68,2008,Nintendo
Mortal Kombat vs. DC Universe,2,True,True,Action,True,3.0,72,2008,Midway
Dead Space,1,True,True,Action,True,11.37,88,2008,EA
Shaun White Snowboarding: Road Trip,1,True,True,Sports,True,-100.0,78,2008,Ubisoft
Star Wars: The Force Unleashed,1,True,True,Action,True,5.0,71,2008,Unknown
Guitar Hero: Aerosmith,2,True,True,Action,True,4.93,70,2008,Activision
SOCOM: U.S. Navy SEALs - Confrontation,1,True,True,Action,True,10.0,63,2008,Sony
SoulCalibur IV,2,True,True,Action,True,2.25,85,2008,Namco
Battlefield: Bad Company,1,True,True,Action,True,6.73,83,2008,EA
Saints Row 2,1,True,True,Action,True,20.0,82,2008,THQ
Guitar Hero: On Tour - Decades,1,True,True,Action,True,1.83,72,2008,Activision
Devil May Cry 4,1,True,True,Action,True,11.0,84,2008,Capcom
Mystery Case Files: MillionHeir,1,True,True,Adventure,True,8.58,65,2008,Nintendo
Battlefield: Bad Company,1,True,True,Action,True,6.73,84,2008,EA
Army of Two,2,True,True,Action,True,6.72,74,2008,EA
Rayman Raving Rabbids TV Party,4,True,True,Action,True,-100.0,73,2008,Ubisoft
The House of the Dead 2 & 3 Return,2,True,True,Action,True,2.0,66,2008,Sega
Far Cry 2,1,True,True,Action,True,17.0,85,2008,Ubisoft
Boom Blox,4,True,True,Action,True,4.0,85,2008,EA
Spore Creatures,1,True,True,Adventure,True,-100.0,65,2008,EA
Madden NFL 09,4,True,True,Sports,True,10.0,68,2008,EA
NCAA Football 09,4,True,True,Sports,True,-100.0,83,2008,EA
MLB 08: The Show,2,True,True,Sports,True,10.0,85,2008,Sony
Tom Clancy's Rainbow Six: Vegas 2,2,True,True,Action,True,9.0,81,2008,Ubisoft
Mercenaries 2: World in Flames,1,True,True,Action,True,18.0,72,2008,EA
Need for Speed: Undercover,1,True,True,Racing / Driving,True,11.0,64,2008,EA
Guitar Hero: Aerosmith,2,True,True,Action,True,4.93,70,2008,Activision
SoulCalibur IV,2,True,True,Action,True,2.25,85,2008,"Namco,Ubisoft"
Valkyria Chronicles,1,True,True,Action,True,31.1,86,2008,Sega
Harvest Moon: Tree of Tranquility,1,True,True,Role-Playing (RPG),True,29.58,65,2008,Unknown
Star Wars: The Clone Wars - Jedi Alliance,1,True,True,Action,True,5.0,68,2008,Unknown
Need for Speed: Undercover,1,True,True,Racing / Driving,True,11.0,59,2008,EA
Wario Land: Shake It!,1,True,True,Action,True,6.0,78,2008,Nintendo
NBA 2K9,7,True,True,Sports,True,-100.0,82,2008,2K
Major League Baseball 2K9,1,True,True,Sports,True,-100.0,64,2008,2K
NCAA Football 09,4,True,True,Sports,True,-100.0,81,2008,EA
Kung Fu Panda,1,True,True,Action,True,5.0,71,2008,Activision
Devil May Cry 4,1,True,True,Action,True,11.0,84,2008,Capcom
Tom Clancy's EndWar,1,True,True,Strategy,True,8.87,77,2008,Ubisoft
LEGO Batman: The Videogame,1,True,True,Action,True,9.43,73,2008,Unknown
BioShock,1,True,True,Action,True,12.0,94,2008,2K
Bully: Scholarship Edition,1,True,True,Action,True,13.2,80,2008,Rockstar
Prince of Persia,1,True,True,Action,True,11.83,81,2008,Ubisoft
Kung Fu Panda,4,True,True,Action,True,5.0,70,2008,Activision
Sonic Chronicles: The Dark Brotherhood,1,True,True,Action,True,12.0,74,2008,Sega
Chrono Trigger,2,True,True,Role-Playing (RPG),True,23.0,92,2008,SquareEnix
Tomb Raider: Underworld,1,True,True,Action,True,10.0,76,2008,Eidos
skate it,4,True,True,Action,True,-100.0,70,2008,EA
The Legendary Starfy,1,True,True,Action,True,8.5,75,2008,Nintendo
Mirror's Edge,1,True,True,Action,True,6.0,79,2008,EA
Haze,2,True,True,Action,True,6.92,55,2008,Ubisoft
Dissidia: Final Fantasy,1,True,True,Action,True,30.0,79,2008,SquareEnix
Sid Meier's Civilization: Revolution,1,True,True,Strategy,True,3.87,84,2008,2K
Wall-E,4,True,True,Action,True,6.72,51,2008,THQ
Prince of Persia,1,True,True,Action,True,11.83,85,2008,Ubisoft
NHL 09 ,1,True,True,Sports,True,20.0,88,2008,EA
Brothers in Arms: Hell's Highway,1,True,True,Action,True,8.0,76,2008,Ubisoft
Shaun White Snowboarding,1,True,True,Sports,True,-100.0,60,2008,Ubisoft
Turok,1,True,True,Action,True,7.0,69,2008,Unknown
Iron Man,1,True,True,Action,True,4.37,44,2008,Sega
De Blob,4,True,True,Action,True,8.42,82,2008,THQ
Sonic Riders: Zero Gravity,4,True,True,Racing / Driving,True,3.07,56,2008,Sega
Rhythm Heaven,1,True,True,Action,True,4.45,83,2008,Nintendo
Tomb Raider: Underworld,1,True,True,Action,True,10.0,75,2008,Eidos
Advance Wars: Days of Ruin,4,True,True,Strategy,True,18.08,86,2008,Nintendo
LEGO Batman: The Videogame,2,True,True,Action,True,9.43,75,2008,Unknown
Far Cry 2,1,True,True,Action,True,17.0,85,2008,Ubisoft
Harvest Moon: Island of Happiness,1,True,True,Simulation,True,-100.0,65,2008,Unknown
Brothers in Arms: Hell's Highway,1,True,True,Action,True,8.0,76,2008,Ubisoft
Sonic Unleashed,1,True,True,Action,True,13.0,54,2008,Sega
Pinball Hall of Fame: The Williams Collection,1,True,True,Simulation,True,20.0,82,2008,Unknown
Sonic Unleashed,1,True,True,Action,True,13.0,60,2008,Sega
Samba de Amigo,2,True,True,Action,True,8.0,68,2008,Sega
?kami,1,True,True,Action,True,36.83,90,2008,Capcom
LEGO Indiana Jones: The Original Adventures,2,True,True,Action,True,10.0,77,2008,Unknown
MotorStorm: Pacific Rift,4,True,True,Action,True,24.0,82,2008,Sony
Tiger Woods PGA Tour 09,4,True,True,Sports,True,-100.0,84,2008,EA
SimCity Creator,1,True,True,Simulation,True,-100.0,67,2008,EA
Tiger Woods PGA Tour 09,4,True,True,Sports,True,-100.0,82,2008,EA
Sid Meier's Civilization: Revolution,1,True,True,Simulation,True,3.87,80,2008,2K
Pure,1,True,True,Racing / Driving,True,8.5,83,2008,Disney
Turok,1,True,True,Action,True,7.0,67,2008,Unknown
Crash: Mind over Mutant,1,True,True,Action,True,5.48,70,2008,Unknown
Spider-Man: Web of Shadows,1,True,True,Action,True,11.0,68,2008,Activision
Frontlines: Fuel of War,1,True,True,Action,True,5.25,75,2008,THQ
GRID,1,True,True,Racing / Driving,True,22.0,87,2008,Unknown
Too Human,1,True,True,Action,True,12.98,65,2008,Microsoft
Speed Racer: The Videogame,2,True,True,Racing / Driving,True,-100.0,69,2008,Unknown
LEGO Indiana Jones: The Original Adventures,1,True,True,Action,True,10.0,76,2008,Unknown
SEGA Bass Fishing,1,True,True,Sports,True,3.33,59,2008,Sega
The Chronicles of Narnia: Prince Caspian,2,True,True,Action,True,14.0,63,2008,Disney
Iron Man,1,True,True,Action,True,4.37,56,2008,Sega
The Sims 2: Apartment Pets,1,True,True,Simulation,True,-100.0,50,2008,EA
MLB 08: The Show,1,True,True,Sports,True,10.0,83,2008,Sony
Iron Man,1,True,True,Action,True,4.37,42,2008,Sega
Madagascar: Escape 2 Africa,1,True,True,Action,True,6.0,55,2008,Activision
GRID,1,True,True,Racing / Driving,True,22.0,87,2008,Unknown
NHL 09,1,True,True,Sports,True,20.0,88,2008,EA
Banjo-Kazooie: Nuts & Bolts,1,True,True,Action,True,15.9,79,2008,Microsoft
Hot Shots Golf: Out of Bounds,4,True,True,Sports,True,-100.0,81,2008,Sony
Rune Factory 2: A Fantasy Harvest Moon,1,True,True,Action,True,-100.0,79,2008,Unknown
SimCity Creator,1,True,True,Simulation,True,-100.0,69,2008,EA
Patapon,1,True,True,Action,True,15.0,86,2008,Sony
Shaun White Snowboarding,1,True,True,Sports,True,-100.0,63,2008,Ubisoft
Iron Man,1,True,True,Action,True,4.37,44,2008,Sega
Sega Superstars Tennis,1,True,True,Sports,True,8.0,65,2008,Sega
Lost Planet: Extreme Condition,1,True,True,Action,True,8.48,67,2008,Capcom
Mirror's Edge,1,True,True,Action,True,6.0,79,2008,EA
The Incredible Hulk,1,True,True,Action,True,-100.0,46,2008,Sega
Condemned 2: Bloodshot,1,True,True,Action,True,8.9,80,2008,Sega
Sega Superstars Tennis,4,True,True,Sports,True,8.0,71,2008,Sega
Speed Racer: The Videogame,1,True,True,Racing / Driving,True,-100.0,75,2008,Unknown
Viva Pi$?ata: Pocket Paradise,1,True,True,Simulation,True,21.0,82,2008,THQ
Tom Clancy's EndWar,1,True,True,Strategy,True,8.87,76,2008,Ubisoft
Iron Man,1,True,True,Action,True,4.37,45,2008,Sega
Need for Speed: Undercover,4,True,True,Racing / Driving,True,11.0,54,2008,EA
Wall-E,4,True,True,Action,True,6.72,50,2008,THQ
Spectrobes: Beyond the Portals,1,True,True,Action,True,24.27,70,2008,Disney
MX vs. ATV Untamed,1,True,True,Educational,True,12.0,59,2008,Ubisoft
Mercenaries 2: World in Flames,1,True,True,Action,True,18.0,72,2008,EA
Infinite Undiscovery,1,True,True,Action,True,22.3,68,2008,SquareEnix
TNA iMPACT!,4,True,True,Sports,True,8.05,62,2008,Midway
Enemy Territory: Quake Wars,1,True,True,Action,True,6.75,69,2008,Activision
Fire Emblem: Shadow Dragon,1,True,True,Role-Playing (RPG),True,20.0,81,2008,Nintendo
Neopets Puzzle Adventure,1,True,True,Adventure,True,3.0,70,2008,Capcom
Tales of Vesperia,1,True,True,Adventure,True,49.0,79,2008,Namco
SingStar ABBA,8,True,True,Action,True,-100.0,70,2008,Sony
Dragon Ball Z: Burst Limit,2,True,True,Action,True,5.58,72,2008,"Atari,Namco"
Apollo Justice: Ace Attorney,1,True,True,Adventure,True,19.7,78,2008,Capcom
Castlevania: Order of Ecclesia,1,True,True,Action,True,11.0,85,2008,Konami
Mega Man Star Force 2: Zerker X Ninja,1,True,True,Action,True,19.25,55,2008,Capcom
Enemy Territory: Quake Wars,1,True,True,Action,True,6.75,60,2008,Activision
Namco Museum: Virtual Arcade,1,True,True,Action,True,-100.0,63,2008,Namco
NASCAR 09,1,True,True,Racing / Driving,True,-100.0,69,2008,EA
Turning Point: Fall of Liberty,1,True,True,Action,True,5.0,43,2008,Unknown
Summer Athletics 2009,4,True,True,Sports,True,-100.0,56,2008,Unknown
Unreal Tournament III,2,True,True,Action,True,10.5,82,2008,Midway
Shaun White Snowboarding,1,True,True,Racing / Driving,True,-100.0,63,2008,Ubisoft
Dark Sector,1,True,True,Action,True,8.3,72,2008,Unknown
The Last Remnant,1,True,True,Role-Playing (RPG),True,63.0,66,2008,SquareEnix
Dragon Ball Z: Burst Limit,2,True,True,Action,True,5.58,71,2008,"Atari,Namco"
NASCAR 09,1,True,True,Racing / Driving,True,-100.0,65,2008,EA
Turning Point: Fall of Liberty,1,True,True,Action,True,5.0,42,2008,Unknown
MX vs. ATV Untamed,1,True,True,Racing / Driving,True,12.0,70,2008,THQ
Crash: Mind over Mutant,1,True,True,Action,True,5.48,60,2008,Unknown
The Incredible Hulk,1,True,True,Action,True,-100.0,55,2008,Sega
Silent Hill: Homecoming,1,True,True,Action,True,9.0,70,2008,Konami
TNA iMPACT!,4,True,True,Sports,True,8.05,64,2008,Midway
The Incredible Hulk,1,True,True,Action,True,-100.0,55,2008,Sega
Kung Fu Panda,1,True,True,Action,True,5.0,76,2008,Activision
Dark Sector,1,True,True,Action,True,8.3,72,2008,Unknown
Tales of Symphonia: Dawn of the New World,4,True,True,Role-Playing (RPG),True,32.5,68,2008,Namco
Valkyrie Profile: Covenant of the Plume,1,True,True,Role-Playing (RPG),True,15.9,74,2008,SquareEnix
Spider-Man: Web of Shadows,1,True,True,Action,True,11.0,67,2008,Activision
TV Show King,4,True,True,Strategy,True,-100.0,65,2008,Unknown
AC/DC Live: Rock Band - Track Pack,4,True,True,Action,True,3.93,63,2008,Unknown
The Chronicles of Narnia: Prince Caspian,1,True,True,Role-Playing (RPG),True,14.0,54,2008,Disney
Hot Shots Golf: Open Tee 2,1,True,True,Sports,True,-100.0,82,2008,Sony
AC/DC Live: Rock Band - Track Pack,1,True,True,Action,True,3.93,60,2008,Unknown
Harvest Moon: Magical Melody,4,True,True,Role-Playing (RPG),True,30.0,69,2008,Unknown
Dynasty Warriors 6,2,True,True,Action,True,15.75,59,2008,Unknown
Order Up!,1,True,True,Action,True,6.0,76,2008,Unknown
NBA Ballers: Chosen One,4,True,True,Sports,True,-100.0,55,2008,Midway
Age of Empires: Mythologies,1,True,True,Strategy,True,-100.0,78,2008,THQ
LocoRoco 2,1,True,True,Action,True,7.0,85,2008,Sony
Star Ocean: First Departure,1,True,True,Action,True,20.5,74,2008,SquareEnix
Lost: Via Domus,1,True,True,Action,True,5.37,54,2008,Ubisoft
Tetris Party,4,True,True,Strategy,True,2.0,75,2008,Unknown
Bully: Scholarship Edition,2,True,True,Action,True,13.2,83,2008,Rockstar
The Spiderwick Chronicles,2,True,True,Action,True,4.0,62,2008,Unknown
Dynasty Warriors 6,2,True,True,Action,True,15.75,60,2008,Unknown
Facebreaker,2,True,True,Sports,True,-100.0,54,2008,EA
Ninja Gaiden: Dragon Sword,1,True,True,Action,True,5.33,83,2008,Unknown
Condemned 2: Bloodshot,1,True,True,Action,True,8.9,82,2008,Sega
Silent Hill: Homecoming,1,True,True,Action,True,9.0,71,2008,Konami
Command & Conquer: Red Alert 3,1,True,True,Strategy,True,10.5,77,2008,EA
Viking: Battle for Asgard,1,True,True,Action,True,12.0,68,2008,Sega
Beijing 2008,4,True,True,Sports,True,-100.0,60,2008,Sega
Don King Presents: Prizefighter,2,True,True,Sports,True,-100.0,56,2008,2K
Bomberman,1,True,True,Action,True,3.2,73,2008,Unknown
Ferrari Challenge Trofeo Pirelli,1,True,True,Racing / Driving,True,16.0,71,2008,Unknown
Command & Conquer 3: Kane's Wrath,1,True,True,Strategy,True,8.1,75,2008,EA
Lost: Via Domus,1,True,True,Action,True,5.37,55,2008,Ubisoft
NHL 2K9 ,1,True,True,Sports,True,-100.0,69,2008,2K
Eternal Sonata,2,True,True,Role-Playing (RPG),True,30.0,80,2008,Namco
Viva Pi$?ata: Trouble in Paradise,2,True,True,Racing / Driving,True,70.0,82,2008,Microsoft
FlatOut: Head On,1,True,True,Racing / Driving,True,14.5,74,2008,Unknown
Viking: Battle for Asgard,1,True,True,Action,True,12.0,65,2008,Sega
Neopets Puzzle Adventure,1,True,True,Role-Playing (RPG),True,3.0,52,2008,Capcom
TNA iMPACT!,1,True,True,Sports,True,8.05,43,2008,Midway
Tomb Raider: Underworld,1,True,True,Action,True,10.0,70,2008,Eidos
The Club,4,True,True,Action,True,4.5,76,2008,Sega
The Chronicles of Narnia: Prince Caspian,2,True,True,Action,True,14.0,56,2008,Disney
Cabela's Dangerous Hunts 2009,1,True,True,Sports,True,-100.0,42,2008,Activision
Dark Messiah of Might and Magic: Elements,1,True,True,Action,True,10.0,52,2008,Ubisoft
Fracture,1,True,True,Action,True,7.0,63,2008,Unknown
Bomberman Land,4,True,True,Action,True,-100.0,57,2008,Unknown
Nitrobike,4,True,True,Action,True,-100.0,49,2008,Ubisoft
Culdcept Saga,4,True,True,Strategy,True,-100.0,75,2008,Namco
