Length,Title,Max Players,Multiplatform,Online,Genres,Licensed,Comp_Time_Main,Review Score,Year,Publishers
Short,Unreal Tournament III,2,True,True,Action,True,10.5,82,2008,Midway
Short,Dark Sector,1,True,True,Action,True,8.3,72,2008,Unknown
Long,The Last Remnant,1,True,True,Role-Playing (RPG),True,63.0,66,2008,SquareEnix
Short,Dragon Ball Z: Burst Limit,2,True,True,Action,True,5.58,71,2008,"Atari,Namco"
Short,Turning Point: Fall of Liberty,1,True,True,Action,True,5.0,42,2008,Unknown
Short,MX vs. ATV Untamed,1,True,True,Racing / Driving,True,12.0,70,2008,THQ
Short,Crash: Mind over Mutant,1,True,True,Action,True,5.48,60,2008,Unknown
Short,Silent Hill: Homecoming,1,True,True,Action,True,9.0,70,2008,Konami
Short,TNA iMPACT!,4,True,True,Sports,True,8.05,64,2008,Midway
Short,Kung Fu Panda,1,True,True,Action,True,5.0,76,2008,Activision
Short,Dark Sector,1,True,True,Action,True,8.3,72,2008,Unknown
Average,Tales of Symphonia: Dawn of the New World,4,True,True,Role-Playing (RPG),True,32.5,68,2008,Namco
Short,Valkyrie Profile: Covenant of the Plume,1,True,True,Role-Playing (RPG),True,15.9,74,2008,SquareEnix
Short,Spider-Man: Web of Shadows,1,True,True,Action,True,11.0,67,2008,Activision
Short,AC/DC Live: Rock Band - Track Pack,4,True,True,Action,True,3.93,63,2008,Unknown
Short,The Chronicles of Narnia: Prince Caspian,1,True,True,Role-Playing (RPG),True,14.0,54,2008,Disney
Short,AC/DC Live: Rock Band - Track Pack,1,True,True,Action,True,3.93,60,2008,Unknown
Average,Harvest Moon: Magical Melody,4,True,True,Role-Playing (RPG),True,30.0,69,2008,Unknown
Short,Dynasty Warriors 6,2,True,True,Action,True,15.75,59,2008,Unknown
Short,Order Up!,1,True,True,Action,True,6.0,76,2008,Unknown
Short,LocoRoco 2,1,True,True,Action,True,7.0,85,2008,Sony
Average,Star Ocean: First Departure,1,True,True,Action,True,20.5,74,2008,SquareEnix
Short,Lost: Via Domus,1,True,True,Action,True,5.37,54,2008,Ubisoft
Short,Tetris Party,4,True,True,Strategy,True,2.0,75,2008,Unknown
Short,Bully: Scholarship Edition,2,True,True,Action,True,13.2,83,2008,Rockstar
Short,The Spiderwick Chronicles,2,True,True,Action,True,4.0,62,2008,Unknown
Short,Dynasty Warriors 6,2,True,True,Action,True,15.75,60,2008,Unknown
Short,Ninja Gaiden: Dragon Sword,1,True,True,Action,True,5.33,83,2008,Unknown
Short,Condemned 2: Bloodshot,1,True,True,Action,True,8.9,82,2008,Sega
Short,Silent Hill: Homecoming,1,True,True,Action,True,9.0,71,2008,Konami
Short,Command & Conquer: Red Alert 3,1,True,True,Strategy,True,10.5,77,2008,EA
Short,Viking: Battle for Asgard,1,True,True,Action,True,12.0,68,2008,Sega
Short,Bomberman,1,True,True,Action,True,3.2,73,2008,Unknown
Short,Ferrari Challenge Trofeo Pirelli,1,True,True,Racing / Driving,True,16.0,71,2008,Unknown
Short,Command & Conquer 3: Kane's Wrath,1,True,True,Strategy,True,8.1,75,2008,EA
Short,Lost: Via Domus,1,True,True,Action,True,5.37,55,2008,Ubisoft
Average,Eternal Sonata,2,True,True,Role-Playing (RPG),True,30.0,80,2008,Namco
Long,Viva Pi$?ata: Trouble in Paradise,2,True,True,Racing / Driving,True,70.0,82,2008,Microsoft
Short,FlatOut: Head On,1,True,True,Racing / Driving,True,14.5,74,2008,Unknown
Short,Viking: Battle for Asgard,1,True,True,Action,True,12.0,65,2008,Sega
Short,Neopets Puzzle Adventure,1,True,True,Role-Playing (RPG),True,3.0,52,2008,Capcom
Short,TNA iMPACT!,1,True,True,Sports,True,8.05,43,2008,Midway
Short,Tomb Raider: Underworld,1,True,True,Action,True,10.0,70,2008,Eidos
Short,The Club,4,True,True,Action,True,4.5,76,2008,Sega
Short,The Chronicles of Narnia: Prince Caspian,2,True,True,Action,True,14.0,56,2008,Disney
Short,Dark Messiah of Might and Magic: Elements,1,True,True,Action,True,10.0,52,2008,Ubisoft
Short,Fracture,1,True,True,Action,True,7.0,63,2008,Unknown
Short,Mushroom Men: The Spore Wars,2,True,True,Action,True,3.0,72,2008,Unknown
Average,Dragon Quest V: Hand of the Heavenly Bride,1,True,True,Role-Playing (RPG),True,30.0,84,2008,SquareEnix
Short,Ninjatown,1,True,True,Strategy,True,14.0,80,2008,Unknown
Short,Super Dodgeball Brawlers,1,True,True,Action,True,0.68,65,2008,Unknown
Average,Dokapon Kingdom,1,True,True,Role-Playing (RPG),True,25.0,72,2008,Unknown
Short,Alone in the Dark,1,True,True,Action,True,6.0,58,2008,Atari
Short,Sega Superstars Tennis,4,True,True,Sports,True,8.0,67,2008,Sega
Short,Destroy All Humans! Big Willy Unleashed,2,True,True,Adventure,True,4.5,53,2008,THQ
Short,The Club,4,True,True,Action,True,4.5,72,2008,Sega
Short,Madagascar: Escape 2 Africa,4,True,True,Action,True,6.0,58,2008,Activision
Short,Madagascar: Escape 2 Africa,4,True,True,Action,True,6.0,62,2008,Activision
Average,Avalon Code,1,True,True,Action,True,21.97,71,2008,Unknown
Long,Disgaea DS,1,True,True,Role-Playing (RPG),True,42.72,82,2008,Unknown
Short,Syberia,1,True,True,Adventure,True,9.75,52,2008,Unknown
Average,Afrika,1,True,True,Adventure,True,24.0,63,2008,Sony
Short,ObsCure: The Aftermath,1,True,True,Action,True,7.77,53,2008,Unknown
Short,Pinball Hall of Fame: The Williams Collection,4,True,True,Simulation,True,20.0,78,2008,Unknown
Short,Wall-E,4,True,True,Action,True,6.72,51,2008,THQ
Short,Ninja Reflex,4,True,True,Action,True,4.0,49,2008,EA
Short,Conflict: Denied Ops,4,True,True,Action,True,5.58,52,2008,Eidos
Short,Blitz: The League II,2,True,True,Action,True,20.0,62,2008,Midway
Short,Castlevania Judgment,2,True,True,Action,True,6.0,49,2008,Konami
Short,Death Jr. II: Root of Evil,2,True,True,Action,True,6.02,71,2008,Eidos
Short,Raiden IV,2,True,True,Action,True,0.8300000000000001,63,2008,Unknown
Short,Metal Slug 7,1,True,True,Action,True,0.98,70,2008,Unknown
Short,Spider-Man: Web of Shadows,1,True,True,Action,True,11.0,77,2008,Activision
Short,Trauma Center: Under The Knife 2,1,True,True,Action,True,10.53,79,2008,Unknown
Short,Fracture,1,True,True,Action,True,7.0,62,2008,Unknown
Short,Alone in the Dark,1,True,True,Action,True,6.0,39,2008,Atari
Average,Final Fantasy Fables: Chocobo's Dungeon,1,True,True,Action,True,21.17,76,2008,SquareEnix
Short,Klonoa: Door to Phantomile,1,True,True,Action,True,4.0,77,2008,Namco
Short,Dragon Ball: Origins,1,True,True,Action,True,10.52,78,2008,Atari
Short,Ninja Reflex,1,True,True,Action,True,4.0,54,2008,EA
Short,Space Bust-A-Move,1,True,True,Strategy,True,1.0,71,2008,SquareEnix
Short,FIFA Street 3,4,True,True,Sports,True,5.0,63,2008,EA
Short,Blitz: The League II,2,True,True,Action,True,20.0,68,2008,Midway
Short,The Spiderwick Chronicles,2,True,True,Action,True,4.0,59,2008,Unknown
Long,Etrian Odyssey II: Heroes of Lagaard,1,True,True,Role-Playing (RPG),True,45.0,82,2008,Unknown
Short,Legendary,1,True,True,Action,True,5.0,47,2008,Atari
Short,Universe at War: Earth Assault,1,True,True,Action,True,16.0,66,2008,Sega
Short,Code Lyoko: Fall of X.A.N.A,1,True,True,Action,True,15.15,51,2008,Unknown
Average,Knights in the Nightmare,1,True,True,Role-Playing (RPG),True,28.55,76,2008,Unknown
Short,Lock's Quest,1,True,True,Action,True,15.0,80,2008,THQ
Short,N+,1,True,True,Action,True,16.5,82,2008,Atari
Short,The Spiderwick Chronicles,1,True,True,Role-Playing (RPG),True,4.0,60,2008,Unknown
Short,Summon Night: Twin Age,1,True,True,Role-Playing (RPG),True,15.0,73,2008,Unknown
Long,Wild Arms XF,1,True,True,Role-Playing (RPG),True,50.9,64,2008,Unknown
Short,FIFA Street 3,1,True,True,Sports,True,5.0,63,2008,EA
Short,Harvey Birdman: Attorney at Law,1,True,True,Adventure,True,3.75,60,2008,Capcom
Short,Conflict: Denied Ops,4,True,True,Action,True,5.58,51,2008,Eidos
Short,Overlord: Raising Hell,2,True,True,Action,True,8.5,72,2008,Unknown
Short,Battle Fantasia,2,True,True,Action,True,1.05,71,2008,Unknown
Short,Bangai-O Spirits,1,True,True,Action,True,8.0,83,2008,Unknown
Short,Dungeon Explorer: Warriors of Ancient Arts,1,True,True,Action,True,7.83,60,2008,Unknown
Short,From the Abyss,1,True,True,Action,True,5.13,60,2008,Unknown
Short,Soul Bubbles,1,True,True,Strategy,True,6.0,78,2008,Eidos
Short,Harvey Birdman: Attorney at Law,1,True,True,Adventure,True,3.75,62,2008,Capcom
Short,Secret Agent Clank,1,True,True,Action,True,7.5,72,2008,Sony
Short,Armored Core: For Answer,1,True,True,Action,True,9.93,62,2008,Ubisoft
Short,Legendary,1,True,True,Action,True,5.0,50,2008,Atari
Short,Agatha Christie: Evil Under the Sun,1,True,True,Adventure,True,9.25,46,2008,Unknown
Short,Agatha Christie: And Then There Were None,1,True,True,Adventure,True,7.5,50,2008,Unknown
Short,Armored Core: For Answer,1,True,True,Action,True,9.93,64,2008,Ubisoft
Average,The Dark Spire,1,True,True,Adventure,True,27.92,69,2008,Unknown
Short,"Flower, Sun and Rain",1,True,True,Adventure,True,8.0,54,2008,Unknown
Short,Insecticide,1,True,True,Action,True,3.7,55,2008,Unknown
Short,Izuna 2: The Unemployed Ninja Returns,1,True,True,Role-Playing (RPG),True,13.25,65,2008,Unknown
Short,Looney Tunes: Cartoon Conductor,1,True,True,Action,True,4.0,67,2008,Eidos
Short,Nanostray 2,1,True,True,Action,True,3.0,75,2008,Unknown
Short,Vampire Rain,1,True,True,Action,True,10.5,30,2008,Unknown
Short,Baroque,1,True,True,Action,True,7.78,50,2008,Unknown
Short,Supreme Commander,1,True,True,Strategy,True,19.0,56,2008,Unknown
Short,Assassin's Creed: Altar's Chronicles,1,True,True,Action,True,5.0,58,2008,Ubisoft
Short,The Legend of Kage 2,1,True,True,Action,True,3.33,70,2008,SquareEnix
Short,Rhapsody: A Musical Adventure,1,True,True,Role-Playing (RPG),True,9.13,67,2008,Unknown
Short,Secret Files: Tunguska,1,True,True,Adventure,True,8.72,71,2008,Unknown
Short,Secret Files: Tunguska,2,True,True,Adventure,True,8.72,64,2008,Unknown
